drucksache;datum_anfrage;datum_drucksache;titel;urheber;fraktionen;fragen;einzelfragen;seiten;format_erkannt;beantwortet;vorgang;datei
22/9426;2022-09-21;2022-09-27;Personalversorgung an Hamburgs Schulen;Birgit Stöver;CDU;21;24;20;True;True;75325;22_09426_personalversorgung_an_hamburgs_schulen.md
22/9427;2022-09-21;2022-09-27;Wie ist die Lage der Geflüchteten in Hamburg?;"Andreas Grutzeck; Dr. Anke Frieling";CDU;16;24;9;True;True;75363;22_09427_wie_ist_die_lage_der_gefluechteten_in_hamburg.md
22/9428;2022-09-21;2022-09-27;PayPal bald auch bei allen Hamburger Behörden? (II);Sandro Kappe;CDU;3;6;2;True;True;75351;22_09428_paypal_bald_auch_bei_allen_hamburger_behoerden_ii.md
22/9429;2022-09-21;2022-09-27;Chronische gesundheitliche Unterversorgung beenden – Gesundheitskiosk nach Steilshoop holen;Sandro Kappe;CDU;3;8;2;True;True;75349;22_09429_chronische_gesundheitliche_unterversorgung_beenden_gesundheitskiosk_nach_steilshoop_holen.md
22/9430;2022-09-21;2022-09-27;Antisemitismus in Hamburg;Dennis Gladiator;CDU;10;11;7;True;True;75346;22_09430_antisemitismus_in_hamburg.md
22/9454;2022-09-22;2022-09-30;Der Hamburger Senat – eine Landesregierung oder ein „literarisches Quartett“;Dr. Alexander Wolf;AfD;9;22;4;True;True;75343;22_09454_der_hamburger_senat_eine_landesregierung_oder_ein_literarisches_quartett.md
22/9455;2022-09-22;2022-09-30;Offene Stellen in Kitas und in der Ganztägigen Bildung und Betreuung an Schulen (GBS);"Insa Tietjen; Sabine Boeddinghaus";Die Linke;17;22;4;True;True;75341;22_09455_offene_stellen_in_kitas_und_in_der_ganztaegigen_bildung_und_betreuung_an_schulen_gbs.md
22/9456;2022-09-22;2022-09-30;Angemeldete Mehrbedarfe in den Bezirken für die Offene Kinder- und Jugendarbeit für 2023 und 2024;"Sabine Boeddinghaus; Insa Tietjen";Die Linke;5;6;8;True;True;75330;22_09456_angemeldete_mehrbedarfe_in_den_bezirken_fuer_die_offene_kinder_und_jugendarbeit_fuer_2023_und_2024.md
22/9457;2022-09-22;2022-09-30;Elbtower: Umgang mit der von der Bürgerschaft festgelegten Vorvermietungsquote/Höhe des Bauwerks;Heike Sudmann;Die Linke;12;18;4;True;True;75329;22_09457_elbtower_umgang_mit_der_von_der_buergerschaft_festgelegten_vorvermietungsquote_hoehe_des_bauwerks.md
22/9458;2022-09-22;2022-09-30;Aktuelle Situation am Interimsstandort Mundsburg Tower (II) – Was ist mit den Umwandlungen der Mietwohnungen?;"Dr. Carola Ensslen; Heike Sudmann";Die Linke;12;16;3;True;True;75340;22_09458_aktuelle_situation_am_interimsstandort_mundsburg_tower_ii_was_ist_mit_den_umwandlungen_der_mietwohnun.md
22/9459;2022-09-22;2022-09-30;Steigende Energiekosten treffen auch Kitas;Insa Tietjen;Die Linke;4;6;1;True;True;75328;22_09459_steigende_energiekosten_treffen_auch_kitas.md
22/9462;2022-09-22;2022-09-30;Kosten der geplanten Katzenschutzverordnung;Sandro Kappe;CDU;6;6;2;True;True;75327;22_09462_kosten_der_geplanten_katzenschutzverordnung.md
22/9463;2022-09-22;2022-09-30;Prüfung der JVA Fuhlsbüttel durch die Nationale Stelle zur Verhütung von Folter;Richard Seelmaecker;CDU;11;12;4;True;True;75326;22_09463_pruefung_der_jva_fuhlsbuettel_durch_die_nationale_stelle_zur_verhuetung_von_folter.md
22/9464;2022-09-22;2022-09-30;MPXV-Lage in Hamburg;"Deniz Celik; Dr. Carola Ensslen";Die Linke;21;26;5;True;True;75323;22_09464_mpxv_lage_in_hamburg.md
22/9465;2022-09-22;2022-09-30;SAGA: Hilfe für Mieter:innen in Notlagen, SAGA-Gelder für hamburgweite Stiftung?;Heike Sudmann;Die Linke;15;20;6;True;True;75358;22_09465_saga_hilfe_fuer_mieter_innen_in_notlagen_saga_gelder_fuer_hamburgweite_stiftung.md
22/9469;2022-09-22;2022-09-30;Beteiligung der Polizei Hamburg an Forschungsstudien – DeWePol und Studie des Bundesinnenministeriums – Nachfragen;Deniz Celik;Die Linke;3;3;2;True;True;75359;22_09469_beteiligung_der_polizei_hamburg_an_forschungsstudien_dewepol_und_studie_des_bundesinnenministeriums_n.md
22/9470;2022-09-22;2022-09-30;Leiharbeit bei der Polizei Hamburg;"Deniz Celik; David Stoop";Die Linke;15;21;4;True;True;75361;22_09470_leiharbeit_bei_der_polizei_hamburg.md
22/9471;2022-09-22;2022-09-30;Rechter Terror: Die „Gruppe S.“ – Ist der Hamburger (hier geschwärzter Text) K. ein V-Mann des Verfassungsschutzes? (III);Deniz Celik;Die Linke;4;4;2;True;True;75374;22_09471_rechter_terror_die_gruppe_s_ist_der_hamburger_hier_geschwaerzter_text_k_ein_v_mann_des_verfassungssch.md
22/9475;2022-09-26;2022-10-04;Licht aus auf’m Kiez – Energiesparen in Hamburg? (II);David Erkalp;CDU;12;23;4;True;True;75362;22_09475_licht_aus_auf_m_kiez_energiesparen_in_hamburg_ii.md
22/9476;2022-09-26;2022-10-04;Depotcontainerstandort in Steilshoop;Sandro Kappe;CDU;7;13;2;True;True;75364;22_09476_depotcontainerstandort_in_steilshoop.md
22/9477;2022-09-26;2022-10-04;Sportflächen in Bramfeld, Steilshoop und Farmsen-Berne;Sandro Kappe;CDU;12;12;5;True;True;75365;22_09477_sportflaechen_in_bramfeld_steilshoop_und_farmsen_berne.md
22/9478;2022-09-26;2022-10-04;Bauprojekte der SAGA in Steilshoop-Nord;Sandro Kappe;CDU;11;15;2;True;True;75366;22_09478_bauprojekte_der_saga_in_steilshoop_nord.md
22/9479;2022-09-26;2022-10-04;Flüchtlingsunterkunft Am Luisenhof (IV);Sandro Kappe;CDU;8;11;3;True;True;75367;22_09479_fluechtlingsunterkunft_am_luisenhof_iv.md
22/9480;2022-09-26;2022-10-04;Tierheim Süderstraße – aktueller Stand;Sandro Kappe;CDU;13;17;3;True;True;75368;22_09480_tierheim_suederstrasse_aktueller_stand.md
22/9481;2022-09-26;2022-10-04;160 Millionen Euro für den Hamburg-Takt: Wie profitieren die Stadtteile Bramfeld, Steilshoop und Farmsen-Berne? (II);Sandro Kappe;CDU;6;9;2;True;True;75369;22_09481_160_millionen_euro_fuer_den_hamburg_takt_wie_profitieren_die_stadtteile_bramfeld_steilshoop_und_farms.md
22/9484;2022-09-27;2022-10-04;Entwicklung der Veröffentlichungen und der Nutzung des Hamburger Transparenzportals;Eva Botzenhart;GRÜNE;6;9;4;True;True;75370;22_09484_entwicklung_der_veroeffentlichungen_und_der_nutzung_des_hamburger_transparenzportals.md
22/9485;2022-09-27;2022-10-04;Das Museum für Hamburgische Geschichte – das kulturelle Gedächtnis der ganzen Stadt;Dr. Alexander Wolf;AfD;7;17;3;True;True;75371;22_09485_das_museum_fuer_hamburgische_geschichte_das_kulturelle_gedaechtnis_der_ganzen_stadt.md
22/9490;2022-09-27;2022-10-04;Millionenbeträge für Sportgroßveranstaltungen zulasten der Vereine und der Jugend;Mehmet Yildiz;fraktionslos;6;8;4;True;True;75373;22_09490_millionenbetraege_fuer_sportgrossveranstaltungen_zulasten_der_vereine_und_der_jugend.md
22/9491;2022-09-27;2022-10-04;Telefonanbieter und Telefonkosten in den hamburgischen Justizvollzugsanstalten;Mehmet Yildiz;fraktionslos;11;16;3;True;True;75375;22_09491_telefonanbieter_und_telefonkosten_in_den_hamburgischen_justizvollzugsanstalten.md
22/9492;2022-09-27;2022-10-04;Kriminalisierung von Kurd_innen;Mehmet Yildiz;fraktionslos;8;8;3;True;True;75376;22_09492_kriminalisierung_von_kurd_innen.md
22/9493;2022-09-27;2022-10-04;Fußball-EM 2024 im Stadion des HSV?;Mehmet Yildiz;fraktionslos;10;12;4;True;True;75380;22_09493_fussball_em_2024_im_stadion_des_hsv.md
22/9494;2022-09-27;2022-10-04;Energieversorgung durch schwimmende Kraftwerke – Wie ist der Stand?;Prof. Dr. Götz Wiese;CDU;17;29;4;True;True;75381;22_09494_energieversorgung_durch_schwimmende_kraftwerke_wie_ist_der_stand.md
22/9495;2022-09-27;2022-10-04;Trinkwasserverbrauch durch Anreizsystem steuern;Sandro Kappe;CDU;6;10;3;True;True;75382;22_09495_trinkwasserverbrauch_durch_anreizsystem_steuern.md
22/9496;2022-09-27;2022-10-04;Sexualpädagogik in Hamburg;Olga Petersen;AfD;5;5;2;True;True;75383;22_09496_sexualpaedagogik_in_hamburg.md
22/9497;2022-09-27;2022-10-04;Waffenschmuggel in Kriegszeiten;Olga Petersen;AfD;9;9;2;True;True;75384;22_09497_waffenschmuggel_in_kriegszeiten.md
22/9498;2022-09-27;2022-10-04;Mittelzuweisungen durch die Haushaltsausschüsse der Bezirksversammlungen: Welche Vorgaben können getroffen werden?;Sandro Kappe;CDU;5;6;2;True;True;75386;22_09498_mittelzuweisungen_durch_die_haushaltsausschuesse_der_bezirksversammlungen_welche_vorgaben_koennen_get.md
22/9499;2022-09-27;2022-10-04;Eskalatives Auftreten der Polizei Hamburg bei Spielen des FC St. Pauli am Millerntor;Deniz Celik;Die Linke;14;17;5;True;True;75390;22_09499_eskalatives_auftreten_der_polizei_hamburg_bei_spielen_des_fc_st_pauli_am_millerntor.md
22/9500;2022-09-27;2022-10-04;Zusammenarbeit von Jugendberufsagentur und Trägern im Bereich Übergang Schule/Beruf beziehungsweise Schule/Ausbildung;"Insa Tietjen; Olga Fritzsche";Die Linke;6;11;7;True;True;75377;22_09500_zusammenarbeit_von_jugendberufsagentur_und_traegern_im_bereich_uebergang_schule_beruf_beziehungsweise.md
22/9501;2022-09-27;2022-10-04;Einsatz von Distanz-Elektroimpulsgeräten (Taser) bei der Polizei Hamburg;Deniz Celik;Die Linke;14;16;5;True;True;75395;22_09501_einsatz_von_distanz_elektroimpulsgeraeten_taser_bei_der_polizei_hamburg.md
22/9502;2022-09-28;2022-10-04;Offene Fragen nach der Südamerika-Reise des Bürgermeisters zum Aufbau von Partnerschaften für eine internationale Wasserstoffwirtschaft;Prof. Dr. Götz Wiese;CDU;12;26;4;True;True;75397;22_09502_offene_fragen_nach_der_suedamerika_reise_des_buergermeisters_zum_aufbau_von_partnerschaften_fuer_eine.md
22/9504;2022-09-28;2022-10-04;Drogenhotspot St. Georg: Wie ist die aktuelle Lage rund um den Hauptbahnhof?;Dennis Thering;CDU;16;19;5;True;True;75399;22_09504_drogenhotspot_st_georg_wie_ist_die_aktuelle_lage_rund_um_den_hauptbahnhof.md
22/9505;2022-09-29;2022-10-07;Was unternimmt der rot-grüne Senat für eine deutlichere Reduzierung von Lebensmittelabfällen?;"Thomas Reich; Marco Schulz";AfD;14;26;6;True;True;75400;22_09505_was_unternimmt_der_rot_gruene_senat_fuer_eine_deutlichere_reduzierung_von_lebensmittelabfaellen.md
22/9506;2022-09-29;2022-10-07;Was ändert sich zum Fahrplanwechsel?;Heike Sudmann;Die Linke;2;2;1;True;True;75401;22_09506_was_aendert_sich_zum_fahrplanwechsel.md
22/9507;2022-09-29;2022-10-07;Das Nullemissionshaus der HafenCity Hamburg GmbH;Heike Sudmann;Die Linke;19;23;7;True;True;75506;22_09507_das_nullemissionshaus_der_hafencity_hamburg_gmbh.md
22/9508;2022-09-29;2022-10-07;Haushaltsplan-Entwurf für die Behörde für Justiz und Verbraucherschutz (Einzelplan 2);Dr. Carola Ensslen;Die Linke;13;13;6;True;True;75538;22_09508_haushaltsplan_entwurf_fuer_die_behoerde_fuer_justiz_und_verbraucherschutz_einzelplan_2.md
22/9509;2022-09-29;2022-10-07;Die nächste Sturmflutsaison hat begonnen – was wurde seit dem Binnenhochwasser im Februar 2022 unternommen?;Stephan Jersch;Die Linke;22;25;7;True;True;75540;22_09509_die_naechste_sturmflutsaison_hat_begonnen_was_wurde_seit_dem_binnenhochwasser_im_februar_2022_unterno.md
22/9510;2022-09-29;2022-10-07;Hochschulzugang ohne Abitur – Wie viel Mobilität ist wirklich in Hamburgs Bildungssystem?;Dr. Stephanie Rose;Die Linke;10;11;7;True;True;75516;22_09510_hochschulzugang_ohne_abitur_wie_viel_mobilitaet_ist_wirklich_in_hamburgs_bildungssystem.md
22/9511;2022-09-29;2022-10-07;Lese- und Rechtschreibfähigkeit unter Hamburger:innen – wie ist der Stand der Alphabetisierung und wie sind Lehrkräfte in dieser Hinsicht geschult?;Sabine Boeddinghaus;Die Linke;14;28;7;True;True;75512;22_09511_lese_und_rechtschreibfaehigkeit_unter_hamburger_innen_wie_ist_der_stand_der_alphabetisierung_und_wie_.md
22/9512;2022-09-29;2022-10-07;Finanzierung von LSBTIQ*-bezogenen Organisationen und Projekten;Dr. Carola Ensslen;Die Linke;8;15;4;True;True;75510;22_09512_finanzierung_von_lsbtiq_bezogenen_organisationen_und_projekten.md
22/9513;2022-09-29;2022-10-07;Infoscreens in Hamburg oder: Wer überprüft eigentlich die Firmen Ströer und Wall?;Heike Sudmann;Die Linke;11;19;3;True;True;75507;22_09513_infoscreens_in_hamburg_oder_wer_ueberprueft_eigentlich_die_firmen_stroeer_und_wall.md
22/9514;2022-09-29;2022-10-07;„Paulihaus“: Sachstand, bisherige Arbeiten und Kosten;Heike Sudmann;Die Linke;9;12;2;True;True;75394;22_09514_paulihaus_sachstand_bisherige_arbeiten_und_kosten.md
22/9515;2022-09-29;2022-10-07;Fortbildungen und Qualifikationen für den Religionsunterricht am Landesinstitut für Lehrerbildung und Schulentwicklung (LI);"Insa Tietjen; Sabine Boeddinghaus";Die Linke;6;6;5;True;True;75396;22_09515_fortbildungen_und_qualifikationen_fuer_den_religionsunterricht_am_landesinstitut_fuer_lehrerbildung_u.md
22/9516;2022-09-29;2022-10-07;Das Handwerk braucht jede Hand – was tut der Senat, um zweifelnde Studierende über Berufsoptionen und Aufstiegschancen im Handwerk zu informieren?;"Prof. Dr. Götz Wiese; Dr. Anke Frieling";CDU;10;21;5;True;True;75393;22_09516_das_handwerk_braucht_jede_hand_was_tut_der_senat_um_zweifelnde_studierende_ueber_berufsoptionen_und_a.md
22/9517;2022-09-29;2022-10-07;Aufgaben und Kompetenzen der Innenstadtkoordinatorin;Dr. Anke Frieling;CDU;10;15;5;True;True;75392;22_09517_aufgaben_und_kompetenzen_der_innenstadtkoordinatorin.md
22/9518;2022-09-29;2022-10-07;Wie steht es um die PR-Ausgaben für den ÖPNV?;Richard Seelmaecker;CDU;11;15;5;True;True;75391;22_09518_wie_steht_es_um_die_pr_ausgaben_fuer_den_oepnv.md
22/9519;2022-09-30;2022-10-07;Stand der Zulassungszahlen im 3. Quartal 2022;"Ralf Niedmers; Richard Seelmaecker";CDU;9;9;2;True;True;75389;22_09519_stand_der_zulassungszahlen_im_3_quartal_2022.md
22/9520;2022-09-30;2022-10-07;Bezirksamt Wandsbek verhindert Ausbau erneuerbarer Energien;Sandro Kappe;CDU;5;11;3;True;True;75388;22_09520_bezirksamt_wandsbek_verhindert_ausbau_erneuerbarer_energien.md
22/9523;2022-10-04;2022-10-11;Mehrstöckiges Busdepot auf der Veddel;Sami Musa;fraktionslos;4;4;2;True;True;75414;22_09523_mehrstoeckiges_busdepot_auf_der_veddel.md
22/9524;2022-10-04;2022-10-11;Auswirkungen der Energiekrise auf Hotellerie und Gastronomie in Hamburg;Sami Musa;fraktionslos;4;4;4;True;True;75415;22_09524_auswirkungen_der_energiekrise_auf_hotellerie_und_gastronomie_in_hamburg.md
22/9525;2022-10-04;2022-10-11;Zahlungsmöglichkeiten bei den öffentlichen Toiletten;"Sandro Kappe; André Trepoll";CDU;8;10;2;True;True;75416;22_09525_zahlungsmoeglichkeiten_bei_den_oeffentlichen_toiletten.md
22/9526;2022-10-04;2022-10-11;Kita-Betrieb im September 2022;Insa Tietjen;Die Linke;5;5;3;True;True;75417;22_09526_kita_betrieb_im_september_2022.md
22/9527;2022-10-04;2022-10-11;Eine unendliche Geschichte? Offene Berufungsverfahren von Professuren im Teilstudiengang Alevitische Religion und im Teilstudiengang Islamische Religion;"Insa Tietjen; Dr. Stephanie Rose";Die Linke;8;8;6;True;True;75418;22_09527_eine_unendliche_geschichte_offene_berufungsverfahren_von_professuren_im_teilstudiengang_alevitische_r.md
22/9528;2022-10-04;2022-10-11;Die PRIMO-Bilanz (01), hier: Gänsemarkt;Norbert Hackbusch;Die Linke;18;19;3;True;True;75419;22_09528_die_primo_bilanz_01_hier_gaensemarkt.md
22/9546;2022-10-04;2022-10-11;Ein weiteres Jahr ist vergangen – wie steht es um das Quartier Suurheid?;Dr. Anke Frieling;CDU;11;23;3;True;True;75420;22_09546_ein_weiteres_jahr_ist_vergangen_wie_steht_es_um_das_quartier_suurheid.md
22/9547;2022-10-04;2022-10-11;Versorgungslücke im Versorgungsausgleich bei Beamtinnen und Beamten mit besonderer Altersgrenze – wie ist der Sachstand?;Sandro Kappe;CDU;4;5;2;True;True;75421;22_09547_versorgungsluecke_im_versorgungsausgleich_bei_beamtinnen_und_beamten_mit_besonderer_altersgrenze_wie_.md
22/9548;2022-10-04;2022-10-11;Säuberung/Sanierung des Tunneldurchgangs unterhalb der Bäckerbrücke Bereich Saseler Damm/Alsterwanderweg;Dennis Thering;CDU;9;10;2;True;True;75422;22_09548_saeuberung_sanierung_des_tunneldurchgangs_unterhalb_der_baeckerbruecke_bereich_saseler_damm_alsterwan.md
22/9549;2022-10-04;2022-10-11;Hamburgs Planungen zur Bundesratspräsidentschaft;Dennis Thering;CDU;10;12;2;True;True;75423;22_09549_hamburgs_planungen_zur_bundesratspraesidentschaft.md
22/9550;2022-10-04;2022-10-11;40 Jahre Sinti-Siedlung in Georgswerder: unklare Eigentumsverhältnisse am Georgswerder Bogen? Sozialer Wohnungsbau im Umbruch?;Dr. Alexander Wolf;AfD;13;24;4;True;True;75424;22_09550_40_jahre_sinti_siedlung_in_georgswerder_unklare_eigentumsverhaeltnisse_am_georgswerder_bogen_sozialer.md
22/9553;2022-10-05;2022-10-11;Genehmigungszahlen im (sozialen) Wohnungsbau und Einkommensgrenzen für den Bezug einer öffentlich geförderten Wohnung;Heike Sudmann;Die Linke;7;7;4;True;True;75425;22_09553_genehmigungszahlen_im_sozialen_wohnungsbau_und_einkommensgrenzen_fuer_den_bezug_einer_oeffentlich_gef.md
22/9554;2022-10-05;2022-10-11;Einsatz des Survivor R durch die hamburgische Polizei seit Anschaffung;Deniz Celik;Die Linke;9;13;2;True;True;75426;22_09554_einsatz_des_survivor_r_durch_die_hamburgische_polizei_seit_anschaffung.md
22/9555;2022-10-05;2022-10-11;Förderung von Kulturfestivals in Hamburg;"Dennis Thering; Dr. Anke Frieling; Andreas Grutzeck";CDU;6;7;6;True;True;75427;22_09555_foerderung_von_kulturfestivals_in_hamburg.md
22/9556;2022-10-05;2022-10-11;Flüchtlingsunterkunft Am Luisenhof (V);Sandro Kappe;CDU;12;13;3;True;True;75428;22_09556_fluechtlingsunterkunft_am_luisenhof_v.md
22/9560;2022-10-05;2022-10-11;Sind die bezirklichen Wohngeldstellen für die Wohngeldreform gewappnet?;André Trepoll;CDU;9;10;3;True;True;75435;22_09560_sind_die_bezirklichen_wohngeldstellen_fuer_die_wohngeldreform_gewappnet.md
22/9561;2022-10-05;2022-10-11;Wohngeld als stabilisierender Faktor (VIII) – Wie ist die Entwicklung in Hamburg zum Ende des 1., des 2. und 3. Quartals 2022?;Ralf Niedmers;CDU;10;14;11;True;True;75436;22_09561_wohngeld_als_stabilisierender_faktor_viii_wie_ist_die_entwicklung_in_hamburg_zum_ende_des_1_des_2_und.md
22/9562;2022-10-05;2022-10-11;Digitale Teilhabe in Pflegeeinrichtungen sichern!;Anna-Elisabeth von Treuenfels-Frowein;fraktionslos;5;7;2;True;True;75437;22_09562_digitale_teilhabe_in_pflegeeinrichtungen_sichern.md
22/9563;2022-10-05;2022-10-11;Stand im Ermittlungsverfahren gegen Anna Gallina (II);Dirk Nockemann;AfD;3;3;1;True;True;75438;22_09563_stand_im_ermittlungsverfahren_gegen_anna_gallina_ii.md
22/9565;2022-10-05;2022-10-11;Rechtswidrige Polizeigewalt – Körperverletzung im Amt (3. Quartal 2022);Deniz Celik;Die Linke;10;10;3;True;True;75439;22_09565_rechtswidrige_polizeigewalt_koerperverletzung_im_amt_3_quartal_2022.md
22/9566;2022-10-05;2022-10-11;Straf- und Gewalttaten mit rassistischem, rechtsextremistischem und/oder ausländerfeindlichem Hintergrund in Hamburg (3. Quartal 2022);Deniz Celik;Die Linke;12;16;10;True;True;75440;22_09566_straf_und_gewalttaten_mit_rassistischem_rechtsextremistischem_und_oder_auslaenderfeindlichem_hintergr.md
22/9567;2022-10-05;2022-10-11;Hasskriminalität in Hamburg (3. Quartal 2022);Deniz Celik;Die Linke;4;6;5;True;True;75441;22_09567_hasskriminalitaet_in_hamburg_3_quartal_2022.md
22/9568;2022-10-05;2022-10-11;Verfahren gegen Polizeibedienstete im Rahmen des G20-Gipfels und der Gipfelproteste (IX);"Deniz Celik; Cansu Özdemir";Die Linke;13;18;2;True;True;75442;22_09568_verfahren_gegen_polizeibedienstete_im_rahmen_des_g20_gipfels_und_der_gipfelproteste_ix.md
22/9569;2022-10-05;2022-10-11;Taskforce gegen Drogendealer (3. Quartal 2022);Deniz Celik;Die Linke;8;10;2;True;True;75443;22_09569_taskforce_gegen_drogendealer_3_quartal_2022.md
22/9573;2022-10-06;2022-10-14;Überfüllte Gefängnisse und fehlendes Personal – Wie sah es im 3. Quartal 2022 aus?;Richard Seelmaecker;CDU;16;21;10;True;True;75445;22_09573_ueberfuellte_gefaengnisse_und_fehlendes_personal_wie_sah_es_im_3_quartal_2022_aus.md
22/9574;2022-10-06;2022-10-14;Fazit zur Kampagne #AlsterFürAlle – Gut investiertes Geld oder nur schicke Werbebotschaften?;Eckard Graage;CDU;9;9;4;True;True;75446;22_09574_fazit_zur_kampagne_alsterfueralle_gut_investiertes_geld_oder_nur_schicke_werbebotschaften.md
22/9575;2022-10-06;2022-10-14;Twitter-Marathon der Polizei Hamburg;Eckard Graage;CDU;10;10;3;True;True;75447;22_09575_twitter_marathon_der_polizei_hamburg.md
22/9582;2022-10-06;2022-10-14;Unterrichtsausfall und Vertretungsunterricht an den Hamburger Schulen;"Birgit Stöver; Silke Seif";CDU;23;26;9;True;True;75451;22_09582_unterrichtsausfall_und_vertretungsunterricht_an_den_hamburger_schulen.md
22/9576;2022-10-07;2022-10-14;Bebauung Fabriciusstieg – Wann geht es los? (VII);Sandro Kappe;CDU;3;3;1;True;True;75448;22_09576_bebauung_fabriciusstieg_wann_geht_es_los_vii.md
22/9577;2022-10-07;2022-10-14;Wohnungsbauprogramm 2020, 2021 und 2022 des Bezirkes Wandsbek;Sandro Kappe;CDU;4;6;2;True;True;75449;22_09577_wohnungsbauprogramm_2020_2021_und_2022_des_bezirkes_wandsbek.md
22/9578;2022-10-07;2022-10-14;Sportplatz Stühm-Süd – Welche Einnahmen sollen erzielt werden?;Sandro Kappe;CDU;5;5;1;True;True;75450;22_09578_sportplatz_stuehm_sued_welche_einnahmen_sollen_erzielt_werden.md
22/9583;2022-10-07;2022-10-14;Verfassungsfeindliche Vereinigungen in Hamburg: „Willi-Bredel-Gesellschaft“?;Dirk Nockemann;AfD;6;7;1;True;True;75452;22_09583_verfassungsfeindliche_vereinigungen_in_hamburg_willi_bredel_gesellschaft.md
22/9584;2022-10-07;2022-10-14;Verfassungsfeindliche Vereinigungen in Hamburg: „Omas gegen rechts“?;Dirk Nockemann;AfD;6;7;1;True;True;75453;22_09584_verfassungsfeindliche_vereinigungen_in_hamburg_omas_gegen_rechts.md
22/9585;2022-10-07;2022-10-14;Verfassungsfeindliche Vereinigungen in Hamburg: „Kuratorium Gedenkstätte Ernst Thälmann Hamburg“?;Dirk Nockemann;AfD;6;7;2;True;True;75454;22_09585_verfassungsfeindliche_vereinigungen_in_hamburg_kuratorium_gedenkstaette_ernst_thaelmann_hamburg.md
22/9586;2022-10-07;2022-10-14;Verfassungsfeindliche Vereinigungen in Hamburg: „Olmo e.V.“?;Dirk Nockemann;AfD;6;7;1;True;True;75455;22_09586_verfassungsfeindliche_vereinigungen_in_hamburg_olmo_e_v.md
22/9587;2022-10-07;2022-10-14;Verfassungsfeindliche Vereinigungen in Hamburg: „Die Barmbeker Initiative gegen rechts“?;Dirk Nockemann;AfD;6;7;1;True;True;75456;22_09587_verfassungsfeindliche_vereinigungen_in_hamburg_die_barmbeker_initiative_gegen_rechts.md
22/9588;2022-10-07;2022-10-14;Verfassungsfeindliche Vereinigungen in Hamburg: „Die Vielen Hamburg e.V.“?;Dirk Nockemann;AfD;6;7;1;True;True;75457;22_09588_verfassungsfeindliche_vereinigungen_in_hamburg_die_vielen_hamburg_e_v.md
22/9590;2022-10-10;2022-10-18;Wie geht es den Harburger Bäumen und Wäldern? (II);André Trepoll;CDU;13;16;6;True;True;75474;22_09590_wie_geht_es_den_harburger_baeumen_und_waeldern_ii.md
22/9591;2022-10-10;2022-10-18;Ankauf von Bindungsrechten durch die Stadt Hamburg;Dr. Anke Frieling;CDU;3;5;2;True;True;75475;22_09591_ankauf_von_bindungsrechten_durch_die_stadt_hamburg.md
22/9592;2022-10-10;2022-10-18;Können mehr „Grüne Tonnen“ einen Beitrag gegen Energieengpässe bringen?;Stephan Jersch;Die Linke;15;18;4;True;True;75476;22_09592_koennen_mehr_gruene_tonnen_einen_beitrag_gegen_energieengpaesse_bringen.md
22/9593;2022-10-10;2023-05-10;Umgang mit iranischen Staatsangehörigen in Hamburg;Dr. Carola Ensslen;Die Linke;21;24;10;True;True;75477;22_09593_umgang_mit_iranischen_staatsangehoerigen_in_hamburg.md
22/9594;2022-10-10;2022-10-18;Entwicklung in Hamburgs Kundenzentren (II);André Trepoll;CDU;10;11;5;True;True;75498;22_09594_entwicklung_in_hamburgs_kundenzentren_ii.md
22/9595;2022-10-10;2022-10-18;Weltbekanntes Deutsches Spring-Derby in maroder Anlage?;Dr. Anke Frieling;CDU;11;19;3;True;True;75499;22_09595_weltbekanntes_deutsches_spring_derby_in_maroder_anlage.md
22/9596;2022-10-10;2022-10-18;Ist die neue Baumschutzverordnung fachlich auf dem neuesten Stand?;"Dr. Anke Frieling; Sandro Kappe";CDU;9;19;3;True;True;75500;22_09596_ist_die_neue_baumschutzverordnung_fachlich_auf_dem_neuesten_stand.md
22/9597;2022-10-10;2022-10-18;SAGA-Wohnungen – Status quo Gebäudezustand, Sanierung und Brandschutz;Dr. Anke Frieling;CDU;25;38;7;True;True;75501;22_09597_saga_wohnungen_status_quo_gebaeudezustand_sanierung_und_brandschutz.md
22/9598;2022-10-10;2022-10-18;Mehr Wohnen in der Innenstadt – alles nur Vision?;Dr. Anke Frieling;CDU;12;15;4;True;True;75502;22_09598_mehr_wohnen_in_der_innenstadt_alles_nur_vision.md
22/9599;2022-10-10;2022-10-18;Tests auf Substanzengebrauch im Hamburger Vollzug;Dr. Carola Ensslen;Die Linke;14;17;6;True;True;75503;22_09599_tests_auf_substanzengebrauch_im_hamburger_vollzug.md
22/9600;2022-10-11;2022-10-18;Neues Zuhause des ABRIGADO und der Tafel Harburg;Sami Musa;fraktionslos;10;12;4;True;True;75504;22_09600_neues_zuhause_des_abrigado_und_der_tafel_harburg.md
22/9612;2022-10-11;2022-10-18;Ukrainische Flüchtlinge in Hamburg – Abfrage personenbezogener Daten (II);Dirk Nockemann;AfD;6;6;3;True;True;75542;22_09612_ukrainische_fluechtlinge_in_hamburg_abfrage_personenbezogener_daten_ii.md
22/9613;2022-10-11;2022-10-18;Anschluss ans Hamburger Gasnetz und ans Hamburger Stromnetz (II);Sandro Kappe;CDU;8;8;3;True;True;75517;22_09613_anschluss_ans_hamburger_gasnetz_und_ans_hamburger_stromnetz_ii.md
