drucksache;datum_anfrage;datum_drucksache;titel;urheber;fraktionen;fragen;einzelfragen;seiten;format_erkannt;beantwortet;vorgang;datei
21/19016;2019-11-18;2019-11-26;Meisterprämie – Sind die Ziele in Hamburg erreicht?;"Michael Kruse; Ewald Aukes";FDP;5;19;3;True;True;62688;21_19016_meisterpraemie_sind_die_ziele_in_hamburg_erreicht.md
21/19017;2019-11-18;2019-11-26;Motoriktest „Hamburger Parcours“;Daniel Oetzel;FDP;5;5;2;True;True;62687;21_19017_motoriktest_hamburger_parcours.md
21/19018;2019-11-18;2019-11-26;20-jähriger Rumäne vergewaltigte 18-Jährige in Rissen (III);Dirk Nockemann;AfD;3;6;1;True;True;62686;21_19018_20_jaehriger_rumaene_vergewaltigte_18_jaehrige_in_rissen_iii.md
21/19019;2019-11-18;2019-11-26;22-Jähriger begeht Überfälle und belästigt Frau in Marienthal (III);Dirk Nockemann;AfD;5;12;2;True;True;62685;21_19019_22_jaehriger_begeht_ueberfaelle_und_belaestigt_frau_in_marienthal_iii.md
21/19020;2019-11-18;2019-11-26;Abzuschiebender Kosovare begeht Sexualdelikt an 29-jähriger Frau (II);Dirk Nockemann;AfD;2;2;1;True;True;62684;21_19020_abzuschiebender_kosovare_begeht_sexualdelikt_an_29_jaehriger_frau_ii.md
21/19021;2019-11-18;2019-11-26;Aktueller Stand der Rückführungen ausreisepflichtiger Personen (II);Dirk Nockemann;AfD;9;9;2;True;True;62683;21_19021_aktueller_stand_der_rueckfuehrungen_ausreisepflichtiger_personen_ii.md
21/19022;2019-11-18;2019-11-26;Ermittlung gegen 18-Jährigen wegen versuchter Vergewaltigung einer jungen Frau (III);Dirk Nockemann;AfD;3;7;1;True;True;62681;21_19022_ermittlung_gegen_18_jaehrigen_wegen_versuchter_vergewaltigung_einer_jungen_frau_iii.md
21/19023;2019-11-18;2019-11-26;Fünf Drogendealer verletzen 27-Jährigen (II);Dirk Nockemann;AfD;3;3;2;True;True;62680;21_19023_fuenf_drogendealer_verletzen_27_jaehrigen_ii.md
21/19024;2019-11-18;2019-11-26;Gewalttätiger krimineller mutmaßlicher Algerier mit mehreren Identitäten (II);Dirk Nockemann;AfD;7;14;2;True;True;62679;21_19024_gewalttaetiger_krimineller_mutmasslicher_algerier_mit_mehreren_identitaeten_ii.md
21/19025;2019-11-18;2019-11-26;HIV-infizierter Mazedonier vergewaltigt 82-Jährige – Fliegt er jetzt raus? (III);"Dirk Nockemann; Dr. Alexander Wolf";AfD;4;6;1;True;True;62678;21_19025_hiv_infizierter_mazedonier_vergewaltigt_82_jaehrige_fliegt_er_jetzt_raus_iii.md
21/19026;2019-11-18;2019-11-26;Marokkaner und Syrer rauben 72-Jährigen aus (II);Dirk Nockemann;AfD;5;5;1;True;True;62675;21_19026_marokkaner_und_syrer_rauben_72_jaehrigen_aus_ii.md
21/19027;2019-11-18;2019-11-26;Messerangriff auf Ladendetektiv in Wandsbek (III);Dirk Nockemann;AfD;2;4;1;True;True;62674;21_19027_messerangriff_auf_ladendetektiv_in_wandsbek_iii.md
21/19028;2019-11-18;2019-11-26;Schwerverletzter nach Messerstecherei in der Shisha Bar „High Class“ in der Neujahrsnacht 2019 (II);Dirk Nockemann;AfD;6;6;1;True;True;62673;21_19028_schwerverletzter_nach_messerstecherei_in_der_shisha_bar_high_class_in_der_neujahrsnacht_2019_ii.md
21/19029;2019-11-18;2019-11-26;Wie viele Tatverdächtige der Hamburger Silvester-Übergriffe sind verurteilt und abgeschoben worden? (IV);Dirk Nockemann;AfD;6;6;2;True;True;62672;21_19029_wie_viele_tatverdaechtige_der_hamburger_silvester_uebergriffe_sind_verurteilt_und_abgeschoben_worden_.md
21/19030;2019-11-18;2019-11-26;Was ist unternommen worden, um einen kriminellen Marokkaner abzuschieben (IV)?;Dirk Nockemann;AfD;6;14;2;True;True;62671;21_19030_was_ist_unternommen_worden_um_einen_kriminellen_marokkaner_abzuschieben_iv.md
21/19031;2019-11-18;2019-11-26;Wütender Mob greift Einsatzkräfte der Feuerwehr an (II);Dirk Nockemann;AfD;7;7;2;True;True;62670;21_19031_wuetender_mob_greift_einsatzkraefte_der_feuerwehr_an_ii.md
21/19032;2019-11-18;2019-11-26;Erfrierungsschutz für Obdachlose optimieren – Hat der Senat die weitere Aufstockung von Übernachtungsplätzen bei Kirchengemeinden geprüft?;Franziska Rath;CDU;12;22;6;True;True;62669;21_19032_erfrierungsschutz_fuer_obdachlose_optimieren_hat_der_senat_die_weitere_aufstockung_von_uebernachtungs.md
21/19033;2019-11-18;2019-11-26;Situation in der Zentralen Erstaufnahmeeinrichtung (III);Christiane Schneider;Die Linke;12;35;6;True;True;62668;21_19033_situation_in_der_zentralen_erstaufnahmeeinrichtung_iii.md
21/19034;2019-11-18;2019-11-26;Polizeiliche Videoaufnahmen bei einer Demonstration am 11.10.2019;Christiane Schneider;Die Linke;6;10;2;True;True;62667;21_19034_polizeiliche_videoaufnahmen_bei_einer_demonstration_am_11_10_2019.md
21/19035;2019-11-18;2019-11-26;Piräus soll Hamburg im Containerverkehr überholen;Peter Lorkowski;AfD;7;7;2;True;True;62666;21_19035_piraeus_soll_hamburg_im_containerverkehr_ueberholen.md
21/19036;2019-11-18;2019-11-26;Gedenkveranstaltungen zu 30 Jahre Mauerfall;Dr. Alexander Wolf;AfD;0;0;1;False;True;62665;21_19036_gedenkveranstaltungen_zu_30_jahre_mauerfall.md
21/19037;2019-11-18;2019-11-26;Digitalisierung durchdacht durchführen – Verfügt die Hamburger Verwaltung inzwischen über genügend IT-Fachkräfte?;Thomas Kreuzmann;CDU;8;12;6;True;True;62664;21_19037_digitalisierung_durchdacht_durchfuehren_verfuegt_die_hamburger_verwaltung_inzwischen_ueber_genuegend_.md
21/19038;2019-11-18;2019-11-26;Ausschreibungsverfahren Leitung Landeskriminalamt Hamburg;Antje Möller;GRÜNE;9;11;2;True;True;62663;21_19038_ausschreibungsverfahren_leitung_landeskriminalamt_hamburg.md
21/19043;2019-11-19;2019-11-26;Getunter Sportwagen, aber Hartz IV – Geht die Kontrollgruppe „Autoposer“ auch den Mitgliedern krimineller Banden an den Kragen? (II);Dennis Gladiator;CDU;6;10;4;True;True;62702;21_19043_getunter_sportwagen_aber_hartz_iv_geht_die_kontrollgruppe_autoposer_auch_den_mitgliedern_krimineller_.md
21/19044;2019-11-19;2019-11-26;Neubau der Martini-Klinik am UKE;Thilo Kleibauer;CDU;7;11;2;True;True;62703;21_19044_neubau_der_martini_klinik_am_uke.md
21/19045;2019-11-19;2019-11-26;Schulsanierungen bei laufendem Lernbetrieb;Birgit Stöver;CDU;5;8;4;True;True;62707;21_19045_schulsanierungen_bei_laufendem_lernbetrieb.md
21/19046;2019-11-19;2019-11-26;Winter in Hamburg: Drei Obdachlose sterben binnen weniger Tage;Cansu Özdemir;Die Linke;12;15;6;True;True;62711;21_19046_winter_in_hamburg_drei_obdachlose_sterben_binnen_weniger_tage.md
21/19047;2019-11-19;2019-11-26;Schulsoftware Digitale Verwaltung in Schulen (DiViS) – ein digitales Desaster?;Sabine Boeddinghaus;Die Linke;11;14;13;True;True;62709;21_19047_schulsoftware_digitale_verwaltung_in_schulen_divis_ein_digitales_desaster.md
21/19048;2019-11-19;2019-11-26;Falschaussagen in der „Stellungnahme des Senats zum Ersuchen der Bürgerschaft vom 20. Dezember 2017„Maßnahmen zur Verbesserung der Inklusion an Hamburgs Schulen –Konsens mit den Initiatoren der Volksinitiative „Gute Inklusion““ (Drucksache 21/11428)“?;Sabine Boeddinghaus;Die Linke;3;0;3;True;True;62712;21_19048_falschaussagen_in_der_stellungnahme_des_senats_zum_ersuchen_der_buergerschaft_vom_20_dezember_2017_ma.md
21/19049;2019-11-19;2019-11-26;Sachstand Verschlickung der Elbe und des Hamburger Hafens (IV);Ralf Niedmers;CDU;10;10;4;True;True;62699;21_19049_sachstand_verschlickung_der_elbe_und_des_hamburger_hafens_iv.md
21/19051;2019-11-19;2019-11-26;Laufendes Verfahren zur Ermöglichung einer Umlagerung von Baggergut aus dem Hamburger Hafen in die AWZ – Wie ist der aktuelle Stand? (II);Ralf Niedmers;CDU;3;5;2;True;True;62700;21_19051_laufendes_verfahren_zur_ermoeglichung_einer_umlagerung_von_baggergut_aus_dem_hamburger_hafen_in_die_a.md
21/19052;2019-11-19;2019-11-26;Auf welchem Stand befinden sich die Arbeiten zur Optimierung des Erhebungsverfahrens der Einfuhrumsatzsteuer?;Ralf Niedmers;CDU;7;9;3;True;True;62710;21_19052_auf_welchem_stand_befinden_sich_die_arbeiten_zur_optimierung_des_erhebungsverfahrens_der_einfuhrumsat.md
21/19053;2019-11-19;2019-11-26;Hausärztliche Versorgung für gesetzlich Krankenversicherte im Wahlkreis 10 (Alsterdorf, Fuhlsbüttel, Groß-Borstel, Langenhorn, Ohlsdorf);Richard Seelmaecker;CDU;5;8;2;True;True;62708;21_19053_hausaerztliche_versorgung_fuer_gesetzlich_krankenversicherte_im_wahlkreis_10_alsterdorf_fuhlsbuettel_.md
21/19064;2019-11-19;2019-11-26;Beobachtungsobjekte des Landesamtes für Verfassungsschutz im Bereich „Linksextremismus“ und „Sicherheitsgefährdende und extremistische Bestrebungen von Gruppierungen mit Auslandsbezug“;Dr. Alexander Wolf;AfD;7;9;4;True;True;62704;21_19064_beobachtungsobjekte_des_landesamtes_fuer_verfassungsschutz_im_bereich_linksextremismus_und_sicherheit.md
21/19065;2019-11-19;2019-11-26;Demonstration gegen die Verschärfung der Sicherheitsgesetze;Dirk Nockemann;AfD;3;3;2;True;True;62705;21_19065_demonstration_gegen_die_verschaerfung_der_sicherheitsgesetze.md
21/19066;2019-11-19;2019-11-26;Raumvergabe an der Universität Hamburg – Nutzung des Raums Syntagma durch das Bündnis für Aufklärung und Emanzipation!;Daniel Oetzel;FDP;12;20;3;True;True;62706;21_19066_raumvergabe_an_der_universitaet_hamburg_nutzung_des_raums_syntagma_durch_das_buendnis_fuer_aufklaerun.md
21/19071;2019-11-20;2019-11-26;Veröffentlichung und Aufschlüsselung der Verkehrsunfallzahlen in Hamburg für den Zeitraum Januar bis September 2019, hier: Unfall- und Verunglücktenzahlen allgemein sowie volkswirtschaftlicher Schaden;Dennis Thering;CDU;3;4;6;True;True;62715;21_19071_veroeffentlichung_und_aufschluesselung_der_verkehrsunfallzahlen_in_hamburg_fuer_den_zeitraum_januar_b.md
21/19072;2019-11-20;2019-11-26;Quereinsteiger in Hamburgs Schulen – Wie ist der Sachstand?;Birgit Stöver;CDU;13;23;4;True;True;62717;21_19072_quereinsteiger_in_hamburgs_schulen_wie_ist_der_sachstand.md
21/19073;2019-11-20;2019-11-26;Status A20-Ausbau;Peter Lorkowski;AfD;3;3;2;True;True;62716;21_19073_status_a20_ausbau.md
21/19105;2019-11-21;2019-11-29;Einsatz von Wach- und Sicherheitsdiensten in städtischen Objekten;Deniz Celik;Die Linke;5;5;7;True;True;62723;21_19105_einsatz_von_wach_und_sicherheitsdiensten_in_staedtischen_objekten.md
21/19106;2019-11-21;2019-11-29;Monitoring sozialer Arbeitsmarkt in Hamburg (V) – Wie viele Langzeiterwerbslose kommen im November 2019 für eine Förderung in Betracht?;Dr. Carola Ensslen;Die Linke;15;53;15;True;True;62722;21_19106_monitoring_sozialer_arbeitsmarkt_in_hamburg_v_wie_viele_langzeiterwerbslose_kommen_im_november_2019_f.md
21/19107;2019-11-21;2019-11-29;Weitere Liegeplätze für Großcontainerschiffe am CTT – Wie ist der aktuelle Stand?;Michael Kruse;FDP;2;14;2;True;True;62729;21_19107_weitere_liegeplaetze_fuer_grosscontainerschiffe_am_ctt_wie_ist_der_aktuelle_stand.md
21/19108;2019-11-21;2019-11-29;Wer besteht die Heilpraktikerprüfung in Hamburg?;Hans Harald Andreas Feineis;AfD;8;8;4;True;True;62724;21_19108_wer_besteht_die_heilpraktikerpruefung_in_hamburg.md
21/19109;2019-11-21;2019-11-29;Die Bundesratsinitiative des Hamburger Senats für bezahlbare Pflege – in welchem Stadium befindet sich der Entscheidungsprozess?;Hans Harald Andreas Feineis;AfD;1;1;1;True;True;62730;21_19109_die_bundesratsinitiative_des_hamburger_senats_fuer_bezahlbare_pflege_in_welchem_stadium_befindet_sich.md
21/19110;2019-11-21;2019-11-29;Religionsunterricht in den Klassen 1 – 4 und 5, 6 (II);Gerhard Lein;SPD;5;6;2;True;True;62731;21_19110_religionsunterricht_in_den_klassen_1_4_und_5_6_ii.md
21/19111;2019-11-21;2019-11-29;Volksinitiative „Bürgerbegehren und Bürgerentscheide verbindlich machen – Mehr Demokratie vor Ort“ (II);"Deniz Celik; Stephan Jersch";Die Linke;5;15;4;True;True;62733;21_19111_volksinitiative_buergerbegehren_und_buergerentscheide_verbindlich_machen_mehr_demokratie_vor_ort_ii.md
21/19112;2019-11-21;2019-11-29;Nitratwerte im Hamburger Grundwasser;Dennis Gladiator;CDU;6;7;3;True;True;62736;21_19112_nitratwerte_im_hamburger_grundwasser.md
21/19113;2019-11-21;2019-11-29;Hamburg-WLAN;Thomas Kreuzmann;CDU;8;22;3;True;True;62737;21_19113_hamburg_wlan.md
21/19114;2019-11-21;2019-11-29;„Stolperfalle Gehweg“ – Was hat sich 2019 auf den Bürgersteigen in Hamburg getan?;Dennis Thering;CDU;11;11;13;True;True;62719;21_19114_stolperfalle_gehweg_was_hat_sich_2019_auf_den_buergersteigen_in_hamburg_getan.md
21/19115;2019-11-21;2019-11-29;Ist-Stand und Entwicklung der E-Mobilität in Hamburg (2);Dennis Thering;CDU;12;18;4;True;True;62739;21_19115_ist_stand_und_entwicklung_der_e_mobilitaet_in_hamburg_2.md
21/19116;2019-11-21;2019-11-29;Veröffentlichung und Aufschlüsselung der Verkehrsunfallzahlen in Hamburg für den Zeitraum Januar bis September 2019, hier: Verkehrsunfälle mit Radfahrern;Dennis Thering;CDU;7;13;7;True;True;62741;21_19116_veroeffentlichung_und_aufschluesselung_der_verkehrsunfallzahlen_in_hamburg_fuer_den_zeitraum_januar_b.md
21/19117;2019-11-21;2019-11-29;Veröffentlichung und Aufschlüsselung der Verkehrsunfallzahlen in Hamburg für den Zeitraum Januar bis September 2019 (II), hier: Verkehrsunfälle mit Beteiligung von Kindern, jungen Erwachsenen und Senioren;Dennis Thering;CDU;18;30;8;True;True;62720;21_19117_veroeffentlichung_und_aufschluesselung_der_verkehrsunfallzahlen_in_hamburg_fuer_den_zeitraum_januar_b.md
21/19118;2019-11-21;2019-11-29;Rosige Zeiten für sozialpädagogische Berufe?;Sabine Boeddinghaus;Die Linke;7;7;4;True;True;62721;21_19118_rosige_zeiten_fuer_sozialpaedagogische_berufe.md
21/19119;2019-11-21;2019-11-29;Was bedeutet das Neutralitätsgebot für den demokratischen Bildungsauftrag?;Sabine Boeddinghaus;Die Linke;11;11;4;True;True;62725;21_19119_was_bedeutet_das_neutralitaetsgebot_fuer_den_demokratischen_bildungsauftrag.md
21/19120;2019-11-21;2019-11-29;Ermittlungen des Generalbundesanwalts bei extremistischen Straftaten in Hamburg?;"Dirk Nockemann; Dr. Alexander Wolf";AfD;0;0;2;False;True;62726;21_19120_ermittlungen_des_generalbundesanwalts_bei_extremistischen_straftaten_in_hamburg.md
21/19121;2019-11-22;2019-11-29;Aus Sorge um die „Öffis“ als Rückgrat der Mobilität in Hamburg – Wie pünktlich sind die Busse in Hamburg? (3);Dennis Thering;CDU;6;6;8;True;True;62727;21_19121_aus_sorge_um_die_oeffis_als_rueckgrat_der_mobilitaet_in_hamburg_wie_puenktlich_sind_die_busse_in_hamb.md
21/19122;2019-11-22;2019-11-29;Entwicklung der Flüchtlingsunterkunft im Gewerbegebiet Bargkoppelweg;Karl-Heinz Warnholz;CDU;14;14;7;True;True;62728;21_19122_entwicklung_der_fluechtlingsunterkunft_im_gewerbegebiet_bargkoppelweg.md
21/19123;2019-11-22;2019-11-29;Neue Buslinie 530 zwischen U-Bahn Hammer Kirche bis S-Bahn Mittlerer Landweg über Rothenburgsort, Kaltehofe und Moorfleet;"Carola Veit; Hansjörg Schmidt";SPD;7;7;2;True;True;62732;21_19123_neue_buslinie_530_zwischen_u_bahn_hammer_kirche_bis_s_bahn_mittlerer_landweg_ueber_rothenburgsort_kal.md
21/19124;2019-11-22;2019-11-29;Veröffentlichung und Aufschlüsselung der Verkehrsunfallzahlen in Hamburg für den Zeitraum Januar bis September 2019 (III), hier: Verkehrsunfälle mit Fußgängern;Dennis Thering;CDU;7;14;7;True;True;62734;21_19124_veroeffentlichung_und_aufschluesselung_der_verkehrsunfallzahlen_in_hamburg_fuer_den_zeitraum_januar_b.md
21/19127;2019-11-25;2019-12-03;Veröffentlichung und Aufschlüsselung der Verkehrsunfallzahlen in Hamburg für den Zeitraum Januar bis September 2019 (V), hier: Verkehrsunfälle mit motorisierten Zweirädern inklusive E-Bikes beziehungsweise S-Pedelecs;Dennis Thering;CDU;8;21;5;True;True;62751;21_19127_veroeffentlichung_und_aufschluesselung_der_verkehrsunfallzahlen_in_hamburg_fuer_den_zeitraum_januar_b.md
21/19128;2019-11-25;2019-12-03;Überlastung der Justiz – Wie sieht es mit der Bekämpfung der Alltagskriminalität bei Hamburgs Staatsanwaltschaft aus? (III);Richard Seelmaecker;CDU;14;17;7;True;True;62753;21_19128_ueberlastung_der_justiz_wie_sieht_es_mit_der_bekaempfung_der_alltagskriminalitaet_bei_hamburgs_staats.md
21/19129;2019-11-25;2019-12-03;Ambulantisierung der Pflege per Tablet-Computer. Gibt es bereits Ergebnisse aus dem Modell-Projekt „PAUL“1?;Hans Harald Andreas Feineis;AfD;6;6;3;True;True;62754;21_19129_ambulantisierung_der_pflege_per_tablet_computer_gibt_es_bereits_ergebnisse_aus_dem_modell_projekt_pau.md
21/19130;2019-11-25;2019-12-03;Drohnenabwehr in Justizvollzugsanstalten;Karl-Heinz Warnholz;CDU;5;5;6;True;True;62756;21_19130_drohnenabwehr_in_justizvollzugsanstalten.md
21/19131;2019-11-25;2019-12-03;Sanierung Krugkoppelbrücke (6);Dr. Jens Wolf;CDU;7;13;5;True;True;62757;21_19131_sanierung_krugkoppelbruecke_6.md
21/19132;2019-11-25;2019-12-03;Veröffentlichung und Aufschlüsselung der Verkehrsunfallzahlen in Hamburg für den Zeitraum Januar bis September 2019 (IV), hier: Verkehrsunfälle mit Lastkraftwagen (Lkw);Dennis Thering;CDU;7;14;4;True;True;62758;21_19132_veroeffentlichung_und_aufschluesselung_der_verkehrsunfallzahlen_in_hamburg_fuer_den_zeitraum_januar_b.md
21/19133;2019-11-25;2019-12-03;Hamburger Hochbahn – Strafen gegen Minderjährige? (III);Jörg Hamann;CDU;4;7;2;True;True;62760;21_19133_hamburger_hochbahn_strafen_gegen_minderjaehrige_iii.md
21/19134;2019-11-25;2019-12-03;Alleinerziehende in Hamburg;"Sabine Boeddinghaus; Cansu Özdemir";Die Linke;12;15;10;True;True;62761;21_19134_alleinerziehende_in_hamburg.md
21/19135;2019-11-25;2019-12-03;Aktivitäten türkischer Nationalisten/-innen in Hamburg;Cansu Özdemir;Die Linke;12;17;3;True;True;62762;21_19135_aktivitaeten_tuerkischer_nationalisten_innen_in_hamburg.md
21/19136;2019-11-25;2019-12-03;Lürssen nutzt eine Lücke im Rüstungsexportverbot nach Saudi-Arabien – Sind auch Blohm und Voss und/oder die Norderwerft beteiligt?;Martin Dolzer;Die Linke;7;12;2;True;True;62763;21_19136_luerssen_nutzt_eine_luecke_im_ruestungsexportverbot_nach_saudi_arabien_sind_auch_blohm_und_voss_und_o.md
21/19137;2019-11-25;2019-12-03;Entwicklung der Wohnungssituation auf dem Dulsberg;Deniz Celik;Die Linke;16;16;6;True;True;62764;21_19137_entwicklung_der_wohnungssituation_auf_dem_dulsberg.md
21/19138;2019-11-25;2019-12-03;Stellenausschreibungen der Freien und Hansestadt Hamburg (FHH);"Michael Kruse; Jennyfer Dutschke";FDP;8;10;4;True;True;62765;21_19138_stellenausschreibungen_der_freien_und_hansestadt_hamburg_fhh.md
21/19144;2019-11-26;2019-12-03;Elektroautos und Hybridfahrzeuge im Fuhrpark der Stadt Hamburg (II);Detlef Ehlebracht;AfD;5;5;2;True;True;62767;21_19144_elektroautos_und_hybridfahrzeuge_im_fuhrpark_der_stadt_hamburg_ii.md
21/19145;2019-11-26;2019-12-03;Befreiungen von der Schulpflicht;Hans Harald Andreas Feineis;AfD;7;9;4;True;True;62768;21_19145_befreiungen_von_der_schulpflicht.md
21/19146;2019-11-26;2019-12-03;UEFA EURO 2024 – Welchem „Coach“ spielt der Senat den Ball eigentlich zu? (III);Thomas Kreuzmann;CDU;4;8;5;True;True;62769;21_19146_uefa_euro_2024_welchem_coach_spielt_der_senat_den_ball_eigentlich_zu_iii.md
21/19147;2019-11-26;2019-12-03;Nach dem Motto „Hals und Beinbruch“ – Zum aktuellen Sanierungsund Modernisierungsbedarf des Wilhelm-Lindemann-Sportplatzes;Thomas Kreuzmann;CDU;6;10;2;True;True;62771;21_19147_nach_dem_motto_hals_und_beinbruch_zum_aktuellen_sanierungsund_modernisierungsbedarf_des_wilhelm_linde.md
21/19148;2019-11-26;2019-12-03;Fahrrinnenanpassung von Unter- und Außenelbe – Ist die HPA gut vorbereitet?;"Michael Kruse; Dr. Kurt Duwe";FDP;2;7;3;True;True;62773;21_19148_fahrrinnenanpassung_von_unter_und_aussenelbe_ist_die_hpa_gut_vorbereitet.md
21/19149;2019-11-26;2019-12-03;Wochenmärkte der Stadt Hamburg;Detlef Ehlebracht;AfD;20;20;7;True;True;62775;21_19149_wochenmaerkte_der_stadt_hamburg.md
21/19154;2019-11-27;2019-12-03;Nebentätigkeiten von Mitarbeitern der Polizei (V);Karl-Heinz Warnholz;CDU;6;6;14;True;True;62778;21_19154_nebentaetigkeiten_von_mitarbeitern_der_polizei_v.md
21/19155;2019-11-27;2019-12-03;Aktuelle Entwicklung der GMH;Thilo Kleibauer;CDU;4;6;1;True;True;62797;21_19155_aktuelle_entwicklung_der_gmh.md
21/19156;2019-11-27;2019-12-03;Massive Probleme und keine Angaben zum Fertigstellungstermin – Haben Senat und Wissenschaftsbehörde das Großprojekt „Haus der Erde“ im Griff?;Thilo Kleibauer;CDU;11;13;2;True;True;62796;21_19156_massive_probleme_und_keine_angaben_zum_fertigstellungstermin_haben_senat_und_wissenschaftsbehoerde_da.md
21/19157;2019-11-27;2019-12-03;Kinderärztliche Versorgung im Wahlkreis 10 (Alsterdorf, Fuhlsbüttel, Groß-Borstel, Langenhorn, Ohlsdorf);Richard Seelmaecker;CDU;5;7;2;True;True;62795;21_19157_kinderaerztliche_versorgung_im_wahlkreis_10_alsterdorf_fuhlsbuettel_gross_borstel_langenhorn_ohlsdorf.md
21/19158;2019-11-27;2019-12-03;HIV-Infektionen in Hamburg;Jennyfer Dutschke;FDP;5;5;2;True;True;62794;21_19158_hiv_infektionen_in_hamburg.md
21/19159;2019-11-27;2019-12-03;Qualität psychologischer Gutachten in Familiengerichtsverfahren;"Daniel Oetzel; Anna-Elisabeth von Treuenfels-Frowein";FDP;5;7;2;True;True;62791;21_19159_qualitaet_psychologischer_gutachten_in_familiengerichtsverfahren.md
21/19163;2019-11-28;2019-12-06;Wieso wird die Zukunft der Hamburger Radiosender ENERGY und 917XFM aufs Spiel gesetzt?;"André Trepoll; Carsten Ovens";CDU;10;15;3;True;True;62810;21_19163_wieso_wird_die_zukunft_der_hamburger_radiosender_energy_und_917xfm_aufs_spiel_gesetzt.md
21/19164;2019-11-28;2019-12-06;Lästig, listig oder lustig? Nutzung und Verfügbarkeit der bei StadtRAD Hamburg eingesetzten E-Bikes beziehungsweise Pedelecs;Dennis Thering;CDU;8;12;3;True;True;62809;21_19164_laestig_listig_oder_lustig_nutzung_und_verfuegbarkeit_der_bei_stadtrad_hamburg_eingesetzten_e_bikes_b.md
21/19165;2019-11-28;2019-12-06;Attraktivität der öffentlichen Verwaltung – Wie ist es um die Unterstützung bei der Wohnungssuche bestellt?;Richard Seelmaecker;CDU;10;18;9;True;True;62808;21_19165_attraktivitaet_der_oeffentlichen_verwaltung_wie_ist_es_um_die_unterstuetzung_bei_der_wohnungssuche_be.md
21/19166;2019-11-28;2019-12-06;Umweltfrevel statt Klimaschonung? Umgang mit bei Gehwegarbeiten anfallenden Platten und Steinen;"Dennis Thering; Stephan Gamm";CDU;6;6;3;True;True;62807;21_19166_umweltfrevel_statt_klimaschonung_umgang_mit_bei_gehwegarbeiten_anfallenden_platten_und_steinen.md
21/19167;2019-11-28;2019-12-06;Rückbau von Sportstätten in Bergedorf;Dennis Gladiator;CDU;11;12;3;True;True;62806;21_19167_rueckbau_von_sportstaetten_in_bergedorf.md
21/19168;2019-11-28;2019-12-06;Setzt f & w fördern und wohnen AöR Sozialpädagogen in öffentlich-rechtlichen Unterkünften für das Forderungsmanagement statt für das Sozialmanagement ein?;Franziska Rath;CDU;7;10;2;True;True;62805;21_19168_setzt_f_w_foerdern_und_wohnen_aoer_sozialpaedagogen_in_oeffentlich_rechtlichen_unterkuenften_fuer_das.md
21/19169;2019-11-28;2019-12-06;Personelle Ressourcen für die Inklusion in den staatlichen Schulen in Hamburg in den Schuljahren 2010/2011 und 2011/2012;Sabine Boeddinghaus;Die Linke;1;1;2;True;True;62804;21_19169_personelle_ressourcen_fuer_die_inklusion_in_den_staatlichen_schulen_in_hamburg_in_den_schuljahren_201.md
21/19170;2019-11-28;2019-12-06;Junge Wohnungslose in Hamburg;"Cansu Özdemir; Sabine Boeddinghaus";Die Linke;13;27;8;True;True;62803;21_19170_junge_wohnungslose_in_hamburg.md
21/19171;2019-11-28;2019-12-06;Beratung und Unterstützung der Eltern in Bezug auf die vergünstigte Teilnahme am Ganztag;"Daniel Oetzel; Anna-Elisabeth von Treuenfels-Frowein";FDP;4;4;2;True;True;62811;21_19171_beratung_und_unterstuetzung_der_eltern_in_bezug_auf_die_verguenstigte_teilnahme_am_ganztag.md
21/19172;2019-11-29;2019-12-06;Welche Eckwerte hat der Senat für den Haushalt 2021/2022 bereits beschlossen?;Thilo Kleibauer;CDU;7;10;2;True;True;62818;21_19172_welche_eckwerte_hat_der_senat_fuer_den_haushalt_2021_2022_bereits_beschlossen.md
21/19173;2019-11-29;2019-12-06;Wohnungsbau am Saseler Weg – Wie geht es nun weiter nach dem Grundstücksverkauf? (8);Thilo Kleibauer;CDU;8;16;2;True;True;62812;21_19173_wohnungsbau_am_saseler_weg_wie_geht_es_nun_weiter_nach_dem_grundstuecksverkauf_8.md
21/19174;2019-11-29;2019-12-06;Bezirksämter in der öffentlichen Kritik. Was funktioniert im Bereich der Grundsicherung und der Hilfe zur Pflege nicht?;Hans Harald Andreas Feineis;AfD;4;4;3;True;True;62813;21_19174_bezirksaemter_in_der_oeffentlichen_kritik_was_funktioniert_im_bereich_der_grundsicherung_und_der_hilf.md
21/19175;2019-11-29;2019-12-06;Auszahlung der Fördermittel der Stiftung Elbefonds;Michael Westenberger;CDU;10;12;2;True;True;62814;21_19175_auszahlung_der_foerdermittel_der_stiftung_elbefonds.md
21/19176;2019-11-29;2019-12-06;Südliches Überseequartier gestoppt?;Jörg Hamann;CDU;3;6;2;True;True;62819;21_19176_suedliches_ueberseequartier_gestoppt.md
21/19177;2019-11-29;2019-12-06;Ehestorfer Heuweg 1. und 2. Bauabschnitt;"Ewald Aukes; Dr. Kurt Duwe";FDP;7;14;2;True;True;62816;21_19177_ehestorfer_heuweg_1_und_2_bauabschnitt.md
21/19178;2019-11-29;2019-12-06;Datensicherheit bei den Polizeidienststellen;Anna-Elisabeth von Treuenfels-Frowein;FDP;8;15;3;True;True;62815;21_19178_datensicherheit_bei_den_polizeidienststellen.md
