drucksache;datum_anfrage;datum_drucksache;titel;urheber;fraktionen;fragen;einzelfragen;seiten;format_erkannt;beantwortet;vorgang;datei
23/2746;2026-01-19;2026-01-27;Projekte in „bezirksweiter Dachträgerschaft“ in Wandsbek: Ein anderes Wort für „wegverwaltet“ oder werden ehemalige SIN-Projekte substanziell weitergeführt?;"David Stoop; Dr. Carola Ensslen";Die Linke;5;5;2;True;True;86661;23_02746_projekte_in_bezirksweiter_dachtraegerschaft_in_wandsbek_ein_anderes_wort_fuer_wegverwaltet_oder_werde.md
23/2747;2026-01-19;2026-01-27;Operationsplan Deutschland – Hamburg als Drehscheibe der NATO;David Stoop;Die Linke;10;14;2;True;True;86663;23_02747_operationsplan_deutschland_hamburg_als_drehscheibe_der_nato.md
23/2748;2026-01-19;2026-01-27;Versuchstierstatistik 2024: Wie erklärt sich der starke Anstieg bei den getöteten „überzähligen“ Versuchstieren in Hamburg?;Stephan Jersch;Die Linke;7;9;3;True;True;86664;23_02748_versuchstierstatistik_2024_wie_erklaert_sich_der_starke_anstieg_bei_den_getoeteten_ueberzaehligen_ver.md
23/2749;2026-01-19;2026-01-27;Umsetzungsstand des Photovoltaikausbaus auf SAGA-Gebäuden;"Stephan Jersch; Marco Hosemann";Die Linke;8;8;3;True;True;86665;23_02749_umsetzungsstand_des_photovoltaikausbaus_auf_saga_gebaeuden.md
23/2751;2026-01-19;2026-01-27;Veteranentag 2026 in Hamburg: Was ist geplant?;David Stoop;Die Linke;10;10;3;True;True;86666;23_02751_veteranentag_2026_in_hamburg_was_ist_geplant.md
23/2752;2026-01-19;2026-01-27;Peter Tschentscher schmückt sich mit dem Titel Mayor for Peace. Wurde der Aktionsplan auch 2025 nicht umgesetzt?;David Stoop;Die Linke;11;22;3;True;True;86667;23_02752_peter_tschentscher_schmueckt_sich_mit_dem_titel_mayor_for_peace_wurde_der_aktionsplan_auch_2025_nicht.md
23/2753;2026-01-19;2026-01-27;Kosten und Durchführung des Militärmanövers Red Storm Charly 2026;David Stoop;Die Linke;5;7;2;True;True;86662;23_02753_kosten_und_durchfuehrung_des_militaermanoevers_red_storm_charly_2026.md
23/2754;2026-01-19;2026-01-27;Olympia 2.0 mit nachhaltigen und klimapositiven Spielen?;"Stephan Jersch; Martin Wolter";Die Linke;19;19;5;True;True;86687;23_02754_olympia_2_0_mit_nachhaltigen_und_klimapositiven_spielen.md
23/2755;2026-01-19;2026-01-27;Fachkräftemangel im ambulanten Gesundheitswesen Hamburgs. Wie steht es um die Personalausstattung der Praxen in Hamburg?;Christin Christ;CDU;15;15;13;True;True;86669;23_02755_fachkraeftemangel_im_ambulanten_gesundheitswesen_hamburgs_wie_steht_es_um_die_personalausstattung_der.md
23/2756;2026-01-19;2026-01-27;Früherkennung und Diagnostik von Demenzerkrankungen in Hamburg;Christin Christ;CDU;10;13;5;True;True;86670;23_02756_frueherkennung_und_diagnostik_von_demenzerkrankungen_in_hamburg.md
23/2757;2026-01-19;2026-01-27;Ausbau der Klärschlammverbrennungsanlage VERA II – Alternativlosigkeit, Mitverbrennungskapazitäten, Kostenentwicklung und Bewertung des Handelns der Geschäftsführung von HAMBURG WASSER;Sandro Kappe;CDU;20;30;23;True;True;86727;23_02757_ausbau_der_klaerschlammverbrennungsanlage_vera_ii_alternativlosigkeit_mitverbrennungskapazitaeten_kos.md
23/2758;2026-01-19;2026-01-27;Verwendung chloridhaltiger Auftaumittel durch Hamburger Behörden trotz des jahrelangen Streusalzverbots – insbesondere am Beispiel des Bezirksamts Wandsbek;Sandro Kappe;CDU;14;22;5;True;True;86729;23_02758_verwendung_chloridhaltiger_auftaumittel_durch_hamburger_behoerden_trotz_des_jahrelangen_streusalzverb.md
23/2759;2026-01-19;2026-01-27;Fehlende fachliche Grundlagen bei Wanderfischzeiten, Monitoring und Durchgängigkeitsbewertung im Alster- und Bille-System;Sandro Kappe;CDU;26;41;6;True;True;86732;23_02759_fehlende_fachliche_grundlagen_bei_wanderfischzeiten_monitoring_und_durchgaengigkeitsbewertung_im_alst.md
23/2760;2026-01-19;2026-01-27;Parkraumüberwachung – mit Augenmaß und Anstand oder moderne Wegelagerei?;Philipp Heißner;CDU;7;10;2;True;True;86735;23_02760_parkraumueberwachung_mit_augenmass_und_anstand_oder_moderne_wegelagerei.md
23/2761;2026-01-19;2026-01-27;Konnte der Wegfall der Zoll-Spezialeinheit „Kontrolleinheit Verkehrswege“ (KEV) Hamburg kompensiert werden?;"Markus Kranig; Dennis Gladiator; Stefan Bereuter; Christin Christ; Ralf Niedmers";CDU;10;10;2;True;True;86736;23_02761_konnte_der_wegfall_der_zoll_spezialeinheit_kontrolleinheit_verkehrswege_kev_hamburg_kompensiert_werde.md
23/2762;2026-01-19;2026-01-27;Homophobe Straftaten in Hamburg;Dirk Nockemann;AfD;1;1;2;True;True;86737;23_02762_homophobe_straftaten_in_hamburg.md
23/2763;2026-01-19;2026-01-27;Sparkurs nun auch bei der Feuerwehr Hamburg?;"Stefan Bereuter; Dennis Gladiator";CDU;4;5;3;True;True;86738;23_02763_sparkurs_nun_auch_bei_der_feuerwehr_hamburg.md
23/2764;2026-01-19;2026-01-27;Schwerwiegende Verletzungen von Polizeibeamtinnen und Polizeibeamten bei der Nutzung von Böllerschussanlagen – sind diese noch zeitgemäß?;"Stefan Bereuter; Dennis Gladiator";CDU;6;18;3;True;True;86671;23_02764_schwerwiegende_verletzungen_von_polizeibeamtinnen_und_polizeibeamten_bei_der_nutzung_von_boellerschus.md
23/2765;2026-01-19;2026-01-27;Aktuelle und zukünftige Lage der Schuldnerberatung – Finanzierung und neue Herausforderungen;Andreas Grutzeck;CDU;10;10;3;True;True;86672;23_02765_aktuelle_und_zukuenftige_lage_der_schuldnerberatung_finanzierung_und_neue_herausforderungen.md
23/2766;2026-01-19;2026-01-27;Vereinsamung im Alter wirksam begegnen – wie ist der aktuelle Stand der Seniorentreffs und ihrer Finanzierung ab 2026?;Andreas Grutzeck;CDU;17;36;11;True;True;86688;23_02766_vereinsamung_im_alter_wirksam_begegnen_wie_ist_der_aktuelle_stand_der_seniorentreffs_und_ihrer_finanz.md
23/2767;2026-01-19;2026-01-27;Damit die Integration gelingt – Lagebild Flüchtlinge 2025;Andreas Grutzeck;CDU;21;28;19;True;True;86674;23_02767_damit_die_integration_gelingt_lagebild_fluechtlinge_2025.md
23/2768;2026-01-19;2026-01-27;Bessere Chancen für Obdachlose – sechs tote Obdachlose in nur 14 Tagen?;Andreas Grutzeck;CDU;13;20;11;True;True;86680;23_02768_bessere_chancen_fuer_obdachlose_sechs_tote_obdachlose_in_nur_14_tagen.md
23/2769;2026-01-19;2026-01-27;Verkehrsbehinderungen durch Carsharing-Fahrzeuge bei winterlichen Straßenverhältnissen im Bezirk Altona;Dr. Kaja Steffens;CDU;12;13;3;True;True;86681;23_02769_verkehrsbehinderungen_durch_carsharing_fahrzeuge_bei_winterlichen_strassenverhaeltnissen_im_bezirk_al.md
23/2770;2026-01-19;2026-01-27;Arbeitsbelastung, Mehrstundenentwicklung und strukturelle Personalfragen in den Hamburger Bezirksämtern;Dr. Kaja Steffens;CDU;15;18;18;True;True;86682;23_02770_arbeitsbelastung_mehrstundenentwicklung_und_strukturelle_personalfragen_in_den_hamburger_bezirksaemte.md
23/2771;2026-01-19;2026-01-27;Wie steht es um die durchschnittliche Reisegeschwindigkeit von Bussen in Hamburg im Jahr 2026?;Philipp Heißner;CDU;10;10;3;True;True;86683;23_02771_wie_steht_es_um_die_durchschnittliche_reisegeschwindigkeit_von_bussen_in_hamburg_im_jahr_2026.md
23/2772;2026-01-19;2026-01-27;Ausfall essenzieller Hilfsmittel – wie ist die Notfallversorgung in Hamburg tatsächlich sichergestellt?;"Andreas Grutzeck; Christin Christ";CDU;13;24;5;True;True;86684;23_02772_ausfall_essenzieller_hilfsmittel_wie_ist_die_notfallversorgung_in_hamburg_tatsaechlich_sichergestellt.md
23/2773;2026-01-19;2026-01-27;Zum Umgang mit NS-Raubkunst in Hamburg (II);Marco Hosemann;Die Linke;17;21;5;True;True;86685;23_02773_zum_umgang_mit_ns_raubkunst_in_hamburg_ii.md
23/2776;2026-01-20;2026-01-27;Gemeinnützige Arbeit von Asylbewerbern in Hamburg;Dirk Nockemann;AfD;5;5;2;True;True;86686;23_02776_gemeinnuetzige_arbeit_von_asylbewerbern_in_hamburg.md
23/2777;2026-01-20;2026-01-27;Schmierereien auf dem Grab von Loki und Helmut Schmidt und ihre Einordnung;Dirk Nockemann;AfD;2;2;2;True;True;86689;23_02777_schmierereien_auf_dem_grab_von_loki_und_helmut_schmidt_und_ihre_einordnung.md
23/2778;2026-01-20;2026-01-27;Vorsorge für den Blackout: Wie resilient ist Hamburgs Treibstoffversorgung?;"Dr. Anke Frieling; Sandro Kappe";CDU;14;28;4;True;True;86690;23_02778_vorsorge_fuer_den_blackout_wie_resilient_ist_hamburgs_treibstoffversorgung.md
23/2779;2026-01-20;2026-01-27;Wie werden Kinder mit Long COVID im Kinder-UKE behandelt?;Deniz Celik;Die Linke;16;23;5;True;True;86691;23_02779_wie_werden_kinder_mit_long_covid_im_kinder_uke_behandelt.md
23/2780;2026-01-20;2026-01-27;Baugenehmigungsverfahren in Hamburg: Jahresvergleich 2025 und Entwicklung im letzten Jahrzehnt;Dr. Anke Frieling;CDU;12;24;19;True;True;86692;23_02780_baugenehmigungsverfahren_in_hamburg_jahresvergleich_2025_und_entwicklung_im_letzten_jahrzehnt.md
23/2781;2026-01-20;2026-01-27;Tut der Senat genug, um Schlaglöcher auf Hamburgs Straßen zu beseitigen?;Philipp Heißner;CDU;13;13;6;True;True;86693;23_02781_tut_der_senat_genug_um_schlagloecher_auf_hamburgs_strassen_zu_beseitigen.md
23/2782;2026-01-20;2026-01-27;Wohnraum ist Schutzraum: Zwangsräumungen im Jahr 2025;Olga Fritzsche;Die Linke;7;7;8;True;True;86694;23_02782_wohnraum_ist_schutzraum_zwangsraeumungen_im_jahr_2025.md
23/2787;2026-01-21;2026-01-27;Wie stand es um den Tourismus in Hamburg im Jahre 2025?;David Erkalp;CDU;30;53;7;True;True;86700;23_02787_wie_stand_es_um_den_tourismus_in_hamburg_im_jahre_2025.md
23/2788;2026-01-21;2026-01-27;Wie steht es um das Handwerk in Hamburg?;David Erkalp;CDU;18;28;9;True;True;86701;23_02788_wie_steht_es_um_das_handwerk_in_hamburg.md
23/2789;2026-01-21;2026-01-27;Versackung auf der Wedeler Landstraße;Dr. Anke Frieling;CDU;7;9;2;True;True;86703;23_02789_versackung_auf_der_wedeler_landstrasse.md
23/2790;2026-01-21;2026-01-27;Wohnraumschutz in Hamburg: Auskünfte zu Wohnraumschutzverfahren;Dr. Anke Frieling;CDU;7;9;5;True;True;86706;23_02790_wohnraumschutz_in_hamburg_auskuenfte_zu_wohnraumschutzverfahren.md
23/2791;2026-01-21;2026-01-27;Winterdienst in Hamburg: Bußgelder und Räumungspflichten nach starkem Schneefall;Dr. Anke Frieling;CDU;8;10;3;True;True;86708;23_02791_winterdienst_in_hamburg_bussgelder_und_raeumungspflichten_nach_starkem_schneefall.md
23/2792;2026-01-21;2026-01-27;Suurheid in Rissen: Wann werden die Verpflichtungen aus dem Bürgervertrag umgesetzt?;Dr. Anke Frieling;CDU;8;16;3;True;True;86702;23_02792_suurheid_in_rissen_wann_werden_die_verpflichtungen_aus_dem_buergervertrag_umgesetzt.md
23/2793;2026-01-22;2026-01-30;Wird Wandsbek der Stöpsel gezogen? Bevorstehende Teilschließung für die Öffentlichkeit des Wandsbeker Schwimmbads in der Wendemuthstraße;Martin Wolter;Die Linke;15;16;5;True;True;86695;23_02793_wird_wandsbek_der_stoepsel_gezogen_bevorstehende_teilschliessung_fuer_die_oeffentlichkeit_des_wandsbe.md
23/2794;2026-01-22;2026-01-30;Datenerfassung sowie -speicherung von Fußballfans in Hamburg;Martin Wolter;Die Linke;10;14;2;True;True;86711;23_02794_datenerfassung_sowie_speicherung_von_fussballfans_in_hamburg.md
23/2795;2026-01-22;2026-01-30;Olympia 2.0 mit nachhaltigen und klimapositiven Spielen (II)?;"Stephan Jersch; Martin Wolter";Die Linke;14;17;5;True;True;86696;23_02795_olympia_2_0_mit_nachhaltigen_und_klimapositiven_spielen_ii.md
23/2796;2026-01-22;2026-01-30;Dublin-Zentrum in Hamburg (VIII) – fortgesetzter Rechtsbruch im 4. Quartal 2025;Dr. Carola Ensslen;Die Linke;23;25;6;True;True;86697;23_02796_dublin_zentrum_in_hamburg_viii_fortgesetzter_rechtsbruch_im_4_quartal_2025.md
23/2797;2026-01-22;2026-01-30;Schrottfahrzeuge ohne Vorwarnung aus dem öffentlichen Raum entfernen – aktueller Stand in Hamburg;Sandro Kappe;CDU;20;23;5;True;True;86698;23_02797_schrottfahrzeuge_ohne_vorwarnung_aus_dem_oeffentlichen_raum_entfernen_aktueller_stand_in_hamburg.md
23/2798;2026-01-22;2026-01-30;Laschen ist Hafenarbeit – Nachfragen zu den Antworten aus Drs. 23/2299;Kay Jäger;Die Linke;6;6;2;True;True;86712;23_02798_laschen_ist_hafenarbeit_nachfragen_zu_den_antworten_aus_drs_23_2299.md
23/2799;2026-01-22;2026-01-30;Wie sind die Arbeitsbedingungen der Beschäftigten, wenn die Stadt Hamburg einlädt?;Kay Jäger;Die Linke;12;20;4;True;True;86704;23_02799_wie_sind_die_arbeitsbedingungen_der_beschaeftigten_wenn_die_stadt_hamburg_einlaedt.md
23/2800;2026-01-22;2026-01-30;Kontrollen und Entfernung obdachloser Menschen in S-Bahnen im Zusammenhang mit der Unterkunft des Winternotprogramms in Billbrook;Olga Fritzsche;Die Linke;14;16;3;True;True;86705;23_02800_kontrollen_und_entfernung_obdachloser_menschen_in_s_bahnen_im_zusammenhang_mit_der_unterkunft_des_win.md
23/2801;2026-01-22;2026-01-30;Kontrollen landwirtschaftlicher Betriebe durch Veterinärämter;Stephan Jersch;Die Linke;15;16;8;True;True;86707;23_02801_kontrollen_landwirtschaftlicher_betriebe_durch_veterinaeraemter.md
23/2802;2026-01-22;2026-01-30;Auslandsreisen und Empfänge des Senats in Zeiten knapper Kassen;Richard Seelmaecker;CDU;10;11;15;True;True;86709;23_02802_auslandsreisen_und_empfaenge_des_senats_in_zeiten_knapper_kassen.md
23/2803;2026-01-22;2026-01-30;„Zwei mal drei macht vier, widdewiddewitt und drei macht neune“ – Reicht die Vermittlung mathematischer Basiskompetenzen in der aktuellen Form aus?;Birgit Stöver;CDU;14;17;5;True;True;86718;23_02803_zwei_mal_drei_macht_vier_widdewiddewitt_und_drei_macht_neune_reicht_die_vermittlung_mathematischer_ba.md
23/2804;2026-01-22;2026-01-30;Arbeitsbedingungen in der Behörde für Verkehr und Mobilitätswende (BVM) (II);Philipp Heißner;CDU;11;12;3;True;True;86713;23_02804_arbeitsbedingungen_in_der_behoerde_fuer_verkehr_und_mobilitaetswende_bvm_ii.md
23/2805;2026-01-22;2026-01-30;Wie steht es um die Flugzeugnutzung des Senats?;"Philipp Heißner; Sandro Kappe";CDU;7;8;8;True;True;86714;23_02805_wie_steht_es_um_die_flugzeugnutzung_des_senats.md
23/2806;2026-01-22;2026-01-30;Winter, Wege, Winterdienst – wie fällt die Bilanz der bezirklichen Wegewarte bisher aus?;"Birgit Stöver; Dr. Kaja Steffens";CDU;9;10;6;True;True;86715;23_02806_winter_wege_winterdienst_wie_faellt_die_bilanz_der_bezirklichen_wegewarte_bisher_aus.md
23/2808;2026-01-22;2026-02-06;Tödlicher Unfall an unbeschranktem Bahnübergang im Hafen – wie ist Hamburg aufgestellt?;"Dr. Antonia-Katharina Goldner; Richard Seelmaecker";CDU;14;24;11;True;True;86716;23_02808_toedlicher_unfall_an_unbeschranktem_bahnuebergang_im_hafen_wie_ist_hamburg_aufgestellt.md
23/2809;2026-01-22;2026-01-30;Speicherung personenbezogener Daten von Teilnehmer*innen an Gegendemonstrationen in Gießen durch das Landesamt für Verfassungsschutz und der Polizeibehörden;"Deniz Celik; David Stoop";Die Linke;10;11;2;True;True;86717;23_02809_speicherung_personenbezogener_daten_von_teilnehmer_innen_an_gegendemonstrationen_in_giessen_durch_das.md
23/2810;2026-01-22;2026-01-30;Bedingt winterfest – der hvv und das Winterwetter;Heike Sudmann;Die Linke;16;18;10;True;True;86719;23_02810_bedingt_winterfest_der_hvv_und_das_winterwetter.md
23/2811;2026-01-22;2026-01-30;Kein Schutz vor Luxusmodernisierung auf St. Pauli durch die soziale Erhaltungsverordnung?;Heike Sudmann;Die Linke;4;8;3;True;True;86720;23_02811_kein_schutz_vor_luxusmodernisierung_auf_st_pauli_durch_die_soziale_erhaltungsverordnung.md
23/2812;2026-01-22;2026-01-30;Vergessene und verwahrloste Erinnerungskultur: Zum Zustand des Mahnmals „Hier + Jetzt“;Marco Hosemann;Die Linke;9;10;4;True;True;86721;23_02812_vergessene_und_verwahrloste_erinnerungskultur_zum_zustand_des_mahnmals_hier_jetzt.md
23/2814;2026-01-23;2026-01-30;Was wird aus Hamburgs Fahrradhäuschen?;Philipp Heißner;CDU;14;19;5;True;True;86722;23_02814_was_wird_aus_hamburgs_fahrradhaeuschen.md
23/2815;2026-01-23;2026-01-30;Park and Ride-Anlagen, Auslastung, Investitionen und Gebühren im Jahr 2026;"Philipp Heißner; Sandro Kappe";CDU;9;12;3;True;True;86723;23_02815_park_and_ride_anlagen_auslastung_investitionen_und_gebuehren_im_jahr_2026.md
23/2816;2026-01-23;2026-01-30;Verharmlosung antisemitischer Vorfälle an der Universität Hamburg – wann greift die Wissenschaftsbehörde ein?;Anna-Elisabeth von Treuenfels-Frowein;CDU;5;10;2;True;True;86724;23_02816_verharmlosung_antisemitischer_vorfaelle_an_der_universitaet_hamburg_wann_greift_die_wissenschaftsbeho.md
23/2817;2026-01-23;2026-01-30;Sachstandsabfrage zu gravierenden baulichen Mängeln, wiederholten Wasserschäden, Aufzugsausfall und unzureichender Mieterinformation im Edwin-Scharff-Ring 2;Sandro Kappe;CDU;10;19;4;True;True;86725;23_02817_sachstandsabfrage_zu_gravierenden_baulichen_maengeln_wiederholten_wasserschaeden_aufzugsausfall_und_u.md
23/2820;2026-01-26;2026-02-03;Gewalt gegen Frauen in Hamburg: Detaillierte Analyse von Femiziden und Tötungsdelikten der letzten fünf Jahre;Eugen Seiler;AfD;9;9;8;True;True;86728;23_02820_gewalt_gegen_frauen_in_hamburg_detaillierte_analyse_von_femiziden_und_toetungsdelikten_der_letzten_fu.md
23/2821;2026-01-26;2026-02-03;Bevölkerungsstruktur in Hamburg 2025;Eugen Seiler;AfD;6;6;2;True;True;86730;23_02821_bevoelkerungsstruktur_in_hamburg_2025.md
23/2822;2026-01-26;2026-02-03;Lebensgefährlicher Leichtsinn – „S-Bahn-Surfen“ im Hamburger Schienennetz – Fallzahlen, Strafverfolgung und Prävention;Eugen Seiler;AfD;11;11;5;True;True;86731;23_02822_lebensgefaehrlicher_leichtsinn_s_bahn_surfen_im_hamburger_schienennetz_fallzahlen_strafverfolgung_und.md
23/2823;2026-01-26;2026-02-03;Siedlung Nymphenweg 30 (II);"Dr. Joachim Körner; Thomas Reich";AfD;25;29;7;True;True;86733;23_02823_siedlung_nymphenweg_30_ii.md
23/2824;2026-01-26;2026-02-03;Stand und Ergebnisse des Hamburger Pflegenottelefons nach zweijähriger Laufzeit;Christin Christ;CDU;10;12;4;True;True;86734;23_02824_stand_und_ergebnisse_des_hamburger_pflegenottelefons_nach_zweijaehriger_laufzeit.md
23/2825;2026-01-26;2026-02-03;Sicherstellung der Blutversorgung in Hamburg (II);Christin Christ;CDU;9;10;3;True;True;86726;23_02825_sicherstellung_der_blutversorgung_in_hamburg_ii.md
23/2826;2026-01-26;2026-02-03;Gute Ernährung für gute Bildung – Ist-Stand der Schulverpflegung in Hamburg;Birgit Stöver;CDU;11;20;6;True;True;86750;23_02826_gute_ernaehrung_fuer_gute_bildung_ist_stand_der_schulverpflegung_in_hamburg.md
23/2827;2026-01-26;2026-02-03;Sicherheitspolitische Zeitenwende und industrielle Resilienz: Wie schützt Hamburg seine sicherheitsrelevanten Betriebe?;Prof. Dr. Michael Becken;CDU;11;13;3;True;True;86751;23_02827_sicherheitspolitische_zeitenwende_und_industrielle_resilienz_wie_schuetzt_hamburg_seine_sicherheitsre.md
23/2828;2026-01-26;2026-02-03;Städtische KI-Projekte in Hamburg;Sascha Greshake;CDU;5;6;9;True;True;86753;23_02828_staedtische_ki_projekte_in_hamburg.md
23/2829;2026-01-26;2026-02-03;KI zwischen Kreativität und Kontrolle – wie steuert und unterstützt der Senat die dezentrale KI-Entwicklung in der Verwaltung?;Sascha Greshake;CDU;9;14;3;True;True;86739;23_02829_ki_zwischen_kreativitaet_und_kontrolle_wie_steuert_und_unterstuetzt_der_senat_die_dezentrale_ki_entwi.md
23/2847;2026-01-26;2026-02-03;Kapazitäten in Erstaufnahmen und Folgeunterbringungen (II);Dr. Carola Ensslen;Die Linke;20;28;7;True;True;86740;23_02847_kapazitaeten_in_erstaufnahmen_und_folgeunterbringungen_ii.md
23/2848;2026-01-26;2026-02-03;Olympiabewerbung Hamburgs – Tierschutz und Einsatz von Tieren;Stephan Jersch;Die Linke;19;27;4;True;True;86741;23_02848_olympiabewerbung_hamburgs_tierschutz_und_einsatz_von_tieren.md
23/2849;2026-01-26;2026-02-03;Sustainability Conference und ihre Wirkung;Stephan Jersch;Die Linke;14;14;3;True;True;86765;23_02849_sustainability_conference_und_ihre_wirkung.md
23/2850;2026-01-26;2026-02-03;Fußballderby zwischen dem Hamburger Sportverein und dem FC St. Pauli am 23.01.26;Martin Wolter;Die Linke;13;20;3;True;True;86766;23_02850_fussballderby_zwischen_dem_hamburger_sportverein_und_dem_fc_st_pauli_am_23_01_26.md
23/2851;2026-01-26;2026-02-03;Wie wirken sich die Entlastungsmaßnahmen der Bunderegierung auf die Energiepreise aus?;Stephan Jersch;Die Linke;9;12;3;True;True;86773;23_02851_wie_wirken_sich_die_entlastungsmassnahmen_der_bunderegierung_auf_die_energiepreise_aus.md
23/2852;2026-01-26;2026-02-03;Stand, Kosten und Umsetzung der 1:1-Tablet-Ausstattung für alle Schüler der Jahrgangsstufe 11 in Hamburg;"Peggy Heitmann; Benjamin Mennerich";AfD;9;9;5;True;True;86779;23_02852_stand_kosten_und_umsetzung_der_1_1_tablet_ausstattung_fuer_alle_schueler_der_jahrgangsstufe_11_in_ham.md
23/2854;2026-01-26;2026-02-03;Wie steht es um die rot-grüne Parkplatzvernichtung in Bewohnerparkgebieten (II)?;Philipp Heißner;CDU;4;5;5;True;True;86743;23_02854_wie_steht_es_um_die_rot_gruene_parkplatzvernichtung_in_bewohnerparkgebieten_ii.md
23/2855;2026-01-26;2026-02-03;Wie hat sich der Verkehr in Hamburg im Jahr 2025 entwickelt (II)?;Philipp Heißner;CDU;9;10;6;True;True;86744;23_02855_wie_hat_sich_der_verkehr_in_hamburg_im_jahr_2025_entwickelt_ii.md
23/2856;2026-01-26;2026-02-03;Wie entwickelt sich der Flughafen?;Philipp Heißner;CDU;18;24;11;True;True;86745;23_02856_wie_entwickelt_sich_der_flughafen.md
23/2857;2026-01-26;2026-02-03;Lange Wartezeiten auf den Kita-Gutschein und das Elterngeld – wie ist der Sachstand in Hamburgs Bezirken?;Silke Seif;CDU;19;26;9;True;True;86746;23_02857_lange_wartezeiten_auf_den_kita_gutschein_und_das_elterngeld_wie_ist_der_sachstand_in_hamburgs_bezirke.md
23/2858;2026-01-26;2026-02-03;Wie werden Verschränkungskosten am UKE ermittelt? – Methodik, Datengrundlagen und zeitliche Entwicklung (II);"Anna-Elisabeth von Treuenfels-Frowein; Christin Christ; Dr. Kaja Steffens";CDU;6;7;2;True;True;86747;23_02858_wie_werden_verschraenkungskosten_am_uke_ermittelt_methodik_datengrundlagen_und_zeitliche_entwicklung_.md
23/2861;2026-01-27;2026-02-03;Sinnvolle Ergänzung oder absichtliche rot-grüne Überdehnung des Schulstrukturfriedens? Die Campusschulen in Hamburg;Birgit Stöver;CDU;16;27;7;True;True;86839;23_02861_sinnvolle_ergaenzung_oder_absichtliche_rot_gruene_ueberdehnung_des_schulstrukturfriedens_die_campussc.md
23/2864;2026-01-27;2026-02-03;Konkretisierung der offenen Fragen zur Zukunft der Gasversorgung in Hamburg;"Sandro Kappe; Markus Kranig";CDU;11;12;3;True;True;86749;23_02864_konkretisierung_der_offenen_fragen_zur_zukunft_der_gasversorgung_in_hamburg.md
23/2865;2026-01-27;2026-02-03;Maßnahmen in Bramfeld, Steilshoop und Farmsen-Berne (XIII);Sandro Kappe;CDU;18;20;14;True;True;86752;23_02865_massnahmen_in_bramfeld_steilshoop_und_farmsen_berne_xiii.md
23/2866;2026-01-27;2026-02-03;Trennelemente zwischen Fahrbahn und Radweg an der sanierten Berner Straße in Rahlstedt – rechtliche Grundlagen, Zuständigkeiten und Verantwortung;Markus Kranig;CDU;12;16;3;True;True;86759;23_02866_trennelemente_zwischen_fahrbahn_und_radweg_an_der_sanierten_berner_strasse_in_rahlstedt_rechtliche_gr.md
23/2867;2026-01-27;2026-02-03;Messerangriff auf dem Jungfernstieg auf Teilnehmer der „Iran-Demo“ – was sind die Hintergründe?;Dirk Nockemann;AfD;8;13;2;True;True;86761;23_02867_messerangriff_auf_dem_jungfernstieg_auf_teilnehmer_der_iran_demo_was_sind_die_hintergruende.md
23/2868;2026-01-27;2026-02-03;Gefährdetes Fundament: Sinkende Wasserstände bedrohen Hamburgs historische Gebäude;Dr. Anke Frieling;CDU;11;13;4;True;True;86762;23_02868_gefaehrdetes_fundament_sinkende_wasserstaende_bedrohen_hamburgs_historische_gebaeude.md
23/2869;2026-01-27;2026-02-03;Mehr Teilhabe für Menschen mit Behinderung – warum gibt es aktuell keinen Landesbeirat zur Teilhabe von Menschen mit Behinderungen und wer unterstützt zurzeit die Senatskoordinatorin für die Gleichstellung von Menschen mit Behinderungen?;"Andreas Grutzeck; Antje Müller-Möller";CDU;14;24;7;True;True;86763;23_02869_mehr_teilhabe_fuer_menschen_mit_behinderung_warum_gibt_es_aktuell_keinen_landesbeirat_zur_teilhabe_vo.md
23/2870;2026-01-27;2026-02-03;Winterdienst und Sicherstellung der Busanbindung im Treppenviertel Blankenese;Dr. Anke Frieling;CDU;6;7;2;True;True;86754;23_02870_winterdienst_und_sicherstellung_der_busanbindung_im_treppenviertel_blankenese.md
23/2871;2026-01-27;2026-02-03;Umbau der Elbgaustraße: Baumfällungen und Planungsänderungen;Dr. Anke Frieling;CDU;11;16;4;True;True;86758;23_02871_umbau_der_elbgaustrasse_baumfaellungen_und_planungsaenderungen.md
23/2872;2026-01-27;2026-02-03;Stand und Umsetzung von Ampelschaltungen im Zuge der Vollsperrung der Elbchaussee;Dr. Anke Frieling;CDU;10;12;3;True;True;86760;23_02872_stand_und_umsetzung_von_ampelschaltungen_im_zuge_der_vollsperrung_der_elbchaussee.md
23/2873;2026-01-27;2026-02-03;Hinweise auf erneute Untersuchungen ökologisch hochwertiger, planungsrechtlich nicht überbaubarer Grünflächen: Anlass, Zielsetzung und fachliche Maßstäbe;Dennis Thering;CDU;12;15;4;True;True;86764;23_02873_hinweise_auf_erneute_untersuchungen_oekologisch_hochwertiger_planungsrechtlich_nicht_ueberbaubarer_gr.md
23/2874;2026-01-27;2026-02-03;Baustellen im Bezirk Wandsbek (X);"Dennis Thering; Stefan Bereuter";CDU;4;7;2;True;True;86756;23_02874_baustellen_im_bezirk_wandsbek_x.md
23/2875;2026-01-27;2026-02-03;Probleme auf der S-Bahn-Strecke zwischen Airport/Poppenbüttel und Hauptbahnhof!;Philipp Heißner;CDU;12;16;3;True;True;86757;23_02875_probleme_auf_der_s_bahn_strecke_zwischen_airport_poppenbuettel_und_hauptbahnhof.md
